pH,tds,turbidity,bod,cod,temperature,heavy_metals,intended_reuse,recipe_class,alum_dose,polymer_dose,chlorine_dose,antiscalant_dose
5.92,2487,19,17,662,32,0,Industrial,recipe_3,52.84,1.46,3.41,4.17
8.22,1058,91,269,401,21,0,Construction,recipe_3,46.85,1.47,3.41,3.32
5.66,406,39,97,353,29,1,Irrigation,recipe_3,38.75,1.31,3.23,4.29
7.81,2982,174,135,670,32,0,Construction,recipe_3,50.26,1.58,4.5,4.29
8.57,2359,190,223,406,24,0,Construction,recipe_3,53.4,1.35,4.77,3.32
7.34,1254,112,23,617,40,0,Cooling,recipe_3,37.33,1.62,4.75,4.17
7.71,2084,71,27,406,33,1,Irrigation,recipe_3,40.26,1.33,3.25,4.5
7.66,1681,108,202,127,29,0,Construction,recipe_3,53.75,1.74,4.24,3.69
5.8,357,73,141,715,21,1,Construction,recipe_3,39.34,1.27,4.47,3.87
5.26,581,175,309,719,22,1,Washing,recipe_3,42.12,1.53,4.31,4.26
7.05,305,36,223,666,35,0,Irrigation,recipe_2,41.24,0.86,3.02,0.0
8.76,2231,8,31,452,37,1,Industrial,recipe_3,45.66,1.55,3.5,4.65
8.29,1210,55,37,502,23,0,Industrial,recipe_4,11.83,0.19,2.19,3.5
7.33,1493,53,227,354,29,0,Irrigation,recipe_3,53.75,1.77,3.6,4.02
5.25,2074,137,341,779,39,1,Industrial,recipe_3,36.44,1.21,3.38,3.85
7.09,450,4,183,772,37,1,Irrigation,recipe_3,38.33,1.4,4.26,3.78
6.67,2435,58,110,540,40,1,Washing,recipe_3,45.0,1.63,3.72,4.21
7.68,1726,172,10,765,20,1,Irrigation,recipe_3,36.91,1.66,4.24,3.68
7.76,1763,4,106,714,32,1,Irrigation,recipe_3,38.29,1.34,4.45,3.48
6.15,2110,142,321,355,22,1,Industrial,recipe_3,42.58,1.2,3.97,4.33
7.3,2053,153,353,137,34,0,Cooling,recipe_3,52.83,1.29,3.27,4.39
8.55,2427,190,174,714,31,0,Washing,recipe_3,47.12,1.21,4.14,4.13
5.69,2236,10,336,469,25,0,Cooling,recipe_3,45.22,1.26,3.64,4.07
6.6,1487,149,300,800,16,1,Construction,recipe_3,45.14,1.51,3.8,3.27
6.2,2539,43,91,781,29,1,Cooling,recipe_3,44.71,1.72,3.65,3.45
7.16,2109,150,302,329,17,1,Cooling,recipe_3,41.89,1.48,3.25,3.45
5.23,2609,53,140,61,19,1,Cooling,recipe_3,39.7,1.52,4.68,4.22
8.71,817,103,198,335,32,1,Cooling,recipe_3,41.22,1.78,4.52,4.17
8.09,2266,16,333,740,29,1,Cooling,recipe_3,51.57,1.49,4.46,3.36
8.36,2057,49,248,249,30,0,Construction,recipe_3,50.1,1.68,4.55,4.13
5.44,1734,16,115,471,35,0,Washing,recipe_3,49.42,1.2,3.26,3.82
5.54,2457,100,47,346,34,0,Cooling,recipe_3,43.84,1.65,3.84,3.56
6.55,1359,118,205,292,30,0,Cooling,recipe_3,45.37,1.56,4.2,3.68
5.08,1175,136,357,394,28,0,Industrial,recipe_3,38.38,1.28,3.7,3.95
7.69,2293,151,265,209,21,1,Cooling,recipe_3,46.42,1.42,4.36,3.97
7.98,1364,81,252,50,29,0,Cooling,recipe_4,8.06,0.23,1.78,3.25
5.24,2688,100,155,138,17,1,Washing,recipe_3,43.3,1.27,3.37,4.02
5.74,2284,13,26,632,33,1,Construction,recipe_3,40.52,1.59,4.79,3.25
8.29,2709,122,28,477,38,0,Construction,recipe_3,49.71,1.29,4.33,3.52
8.45,448,82,246,122,23,0,Construction,recipe_2,39.37,0.89,2.85,0.0
8.27,1401,61,23,168,16,1,Industrial,recipe_3,49.09,1.65,4.37,4.54
6.91,2857,195,376,121,25,1,Construction,recipe_3,38.96,1.68,4.63,3.24
8.65,1995,93,207,494,15,0,Cooling,recipe_3,48.37,1.46,3.69,4.44
8.55,481,98,68,337,27,1,Cooling,recipe_3,42.35,1.48,3.6,4.58
8.1,1538,97,112,324,16,1,Cooling,recipe_3,52.13,1.39,4.07,4.51
6.29,763,71,352,228,16,0,Irrigation,recipe_3,51.39,1.64,3.66,3.96
8.57,1193,182,393,552,26,1,Irrigation,recipe_3,51.75,1.58,4.4,3.98
8.15,311,120,303,322,40,0,Cooling,recipe_3,50.79,1.73,4.23,3.9
5.14,1490,7,90,369,18,1,Industrial,recipe_3,51.04,1.54,3.64,3.91
8.32,1602,123,391,636,17,0,Washing,recipe_3,38.5,1.5,3.45,4.71
8.24,2633,28,300,336,16,1,Washing,recipe_3,51.0,1.39,4.79,4.33
6.75,2760,80,201,677,17,0,Industrial,recipe_3,40.62,1.51,3.9,3.66
8.97,1502,159,195,408,36,0,Construction,recipe_3,51.46,1.68,3.31,4.26
5.2,2428,158,337,46,38,1,Construction,recipe_3,43.21,1.4,3.44,3.43
7.6,1720,183,45,455,36,0,Irrigation,recipe_3,44.06,1.32,4.67,4.47
6.72,1073,188,50,521,29,0,Cooling,recipe_3,52.95,1.49,3.5,4.07
7.26,665,112,176,666,40,1,Irrigation,recipe_3,51.5,1.72,4.28,4.1
5.59,2216,144,275,571,37,1,Washing,recipe_3,36.09,1.54,4.08,3.96
5.67,2466,12,332,132,35,1,Irrigation,recipe_3,42.94,1.2,4.46,4.0
6.36,1266,47,304,764,37,1,Cooling,recipe_3,45.87,1.37,4.36,4.15
5.72,2987,88,241,415,18,0,Washing,recipe_3,53.78,1.41,4.72,3.29
7.46,1245,59,83,300,31,0,Construction,recipe_4,11.66,0.18,2.29,3.09
6.96,1286,152,343,454,34,0,Washing,recipe_3,44.61,1.71,4.41,3.25
7.08,2656,48,385,489,23,0,Cooling,recipe_3,53.1,1.64,3.29,4.13
6.78,2154,25,128,158,33,1,Cooling,recipe_3,42.54,1.73,3.98,3.69
5.78,1082,121,227,116,35,0,Construction,recipe_3,37.46,1.37,3.52,3.91
5.19,553,37,157,453,30,0,Industrial,recipe_4,8.91,0.18,1.99,2.8
6.39,845,106,287,405,27,0,Washing,recipe_3,46.34,1.47,4.36,4.14
6.08,1095,162,155,731,34,1,Construction,recipe_3,51.89,1.58,3.82,3.55
8.55,1452,196,79,83,22,0,Construction,recipe_3,40.43,1.28,3.83,3.6
6.24,615,165,59,574,23,1,Irrigation,recipe_3,48.46,1.77,3.59,3.48
6.7,1688,77,94,647,27,1,Construction,recipe_3,43.27,1.71,4.36,3.9
6.91,985,31,291,221,30,0,Cooling,recipe_2,41.49,1.16,2.95,0.0
6.53,1929,106,53,217,24,0,Industrial,recipe_4,9.14,0.19,1.86,2.85
7.8,1854,174,399,444,37,1,Construction,recipe_3,50.79,1.57,4.28,4.07
8.95,2108,184,86,301,35,0,Construction,recipe_3,50.28,1.53,3.42,4.23
5.91,2149,92,240,56,22,0,Washing,recipe_3,47.94,1.33,4.2,4.07
6.73,810,119,289,333,37,0,Construction,recipe_3,47.67,1.49,4.53,4.09
7.66,1670,124,71,78,17,0,Cooling,recipe_4,10.68,0.22,1.81,3.07
5.97,1660,186,19,138,22,0,Washing,recipe_4,8.08,0.23,1.88,2.46
5.41,1636,103,210,154,38,0,Irrigation,recipe_3,42.89,1.62,4.01,4.15
5.77,2937,99,39,580,30,1,Cooling,recipe_3,52.77,1.73,3.28,4.19
6.38,931,171,293,45,25,1,Washing,recipe_3,49.47,1.66,4.0,3.36
8.17,412,31,254,641,36,0,Cooling,recipe_3,48.77,1.76,3.42,3.38
8.6,305,154,106,737,39,0,Industrial,recipe_3,46.27,1.76,4.31,3.92
6.94,2822,137,244,750,34,1,Construction,recipe_3,44.91,1.53,3.29,3.81
7.48,2249,181,295,593,20,0,Irrigation,recipe_3,53.73,1.61,3.79,4.45
6.81,623,188,371,240,34,1,Construction,recipe_3,36.42,1.72,4.09,3.62
5.65,557,121,54,699,21,1,Construction,recipe_3,47.33,1.76,3.34,4.5
5.6,1524,35,370,39,33,1,Industrial,recipe_3,36.01,1.42,3.56,3.54
5.17,1067,157,120,710,27,1,Washing,recipe_3,45.04,1.33,3.49,4.34
8.24,2068,38,95,68,33,1,Washing,recipe_3,42.08,1.6,4.37,3.96
5.64,2191,50,344,33,25,1,Cooling,recipe_3,43.4,1.57,4.23,3.3
8.7,1003,45,123,278,22,0,Industrial,recipe_2,38.09,1.17,3.03,0.0
5.85,894,126,160,413,28,0,Cooling,recipe_3,49.24,1.67,4.44,4.37
5.78,1732,114,25,455,39,1,Irrigation,recipe_3,42.74,1.56,3.26,4.13
7.31,1570,147,246,498,33,0,Irrigation,recipe_3,47.11,1.44,3.65,4.77
6.23,2965,99,249,287,26,0,Cooling,recipe_3,46.69,1.4,4.47,4.41
6.4,549,187,177,510,19,1,Washing,recipe_3,39.57,1.4,3.72,3.74
5.06,727,5,170,636,25,0,Cooling,recipe_3,39.36,1.65,4.22,3.7
8.21,769,64,26,502,34,0,Construction,recipe_4,10.99,0.2,2.25,3.36
6.72,569,190,26,704,40,1,Cooling,recipe_3,53.88,1.3,4.2,4.0
8.6,2528,176,279,169,22,0,Industrial,recipe_3,40.35,1.32,4.76,3.78
5.95,614,31,189,161,30,1,Washing,recipe_3,38.29,1.61,3.56,4.78
8.63,2751,149,227,155,18,0,Cooling,recipe_3,52.66,1.36,4.79,4.65
7.76,1029,114,237,32,15,1,Cooling,recipe_3,42.77,1.65,4.27,4.45
8.12,391,7,10,265,29,1,Construction,recipe_2,41.97,1.13,2.92,0.0
5.46,1298,16,365,542,30,0,Washing,recipe_3,42.53,1.46,3.27,4.24
5.69,2248,44,290,61,29,0,Industrial,recipe_3,50.59,1.56,3.48,4.42
5.18,1469,93,164,748,23,0,Cooling,recipe_3,48.26,1.56,3.47,4.17
6.26,1906,36,24,612,23,0,Cooling,recipe_3,40.86,1.74,3.93,4.71
7.97,2275,150,147,685,30,0,Cooling,recipe_3,45.81,1.22,3.78,3.97
7.61,1189,145,269,609,35,1,Washing,recipe_3,36.38,1.29,3.52,4.2
5.11,1748,131,197,529,31,1,Industrial,recipe_3,40.89,1.31,4.6,3.93
6.98,2124,69,155,251,22,1,Irrigation,recipe_3,49.54,1.49,4.23,4.64
6.14,433,106,254,128,16,0,Cooling,recipe_2,38.67,1.1,3.35,0.0
7.25,1531,137,158,330,16,1,Industrial,recipe_3,48.26,1.5,4.68,4.72
8.51,2414,116,35,481,30,1,Construction,recipe_3,51.25,1.25,4.75,4.11
5.21,956,42,166,77,30,0,Industrial,recipe_4,11.77,0.19,1.69,3.15
7.76,1931,189,276,374,16,1,Construction,recipe_3,52.14,1.24,3.43,4.72
7.69,589,9,82,463,40,0,Industrial,recipe_2,30.38,0.96,2.51,0.0
7.03,2592,183,174,166,37,1,Cooling,recipe_3,51.51,1.3,3.86,4.61
6.34,549,138,148,521,19,0,Irrigation,recipe_3,39.2,1.69,3.6,4.03
7.77,868,145,256,319,25,1,Cooling,recipe_3,53.01,1.41,4.2,3.41
6.92,2791,43,335,464,35,1,Industrial,recipe_3,51.09,1.68,4.74,4.31
8.92,1829,92,374,623,17,0,Industrial,recipe_3,52.21,1.38,4.5,3.43
8.64,289,3,314,421,17,1,Washing,recipe_3,49.4,1.62,4.28,3.65
8.7,1572,105,15,341,22,1,Cooling,recipe_3,44.01,1.27,3.75,3.85
7.81,2370,98,24,76,36,1,Irrigation,recipe_3,42.71,1.37,4.58,3.63
5.23,1902,9,164,322,33,0,Construction,recipe_3,46.05,1.68,3.8,4.02
6.43,715,24,134,422,34,0,Construction,recipe_2,39.8,1.03,3.06,0.0
6.83,309,2,393,107,31,0,Irrigation,recipe_4,9.64,0.18,2.17,3.46
6.84,2610,163,14,715,15,1,Irrigation,recipe_3,48.9,1.28,3.73,3.37
8.32,932,70,162,522,29,0,Washing,recipe_3,37.89,1.71,4.68,4.13
7.34,891,14,328,354,36,1,Industrial,recipe_3,42.85,1.74,3.74,3.45
7.41,2962,5,182,728,28,1,Industrial,recipe_3,39.62,1.24,4.65,4.13
7.88,2238,4,188,263,15,1,Industrial,recipe_3,43.73,1.23,3.83,4.54
6.18,2964,170,144,562,18,0,Washing,recipe_3,38.99,1.25,4.37,3.26
5.6,1031,56,83,408,37,1,Washing,recipe_3,50.18,1.31,4.52,3.8
5.03,2381,134,16,549,29,0,Irrigation,recipe_3,41.59,1.26,3.54,4.0
5.52,483,15,58,378,31,0,Industrial,recipe_4,11.09,0.19,2.38,2.58
5.9,2886,126,72,731,30,0,Cooling,recipe_3,50.5,1.65,4.36,3.44
7.18,1216,99,97,484,35,1,Irrigation,recipe_3,41.65,1.57,3.34,4.48
6.62,2661,166,191,412,33,1,Irrigation,recipe_3,40.99,1.41,3.3,4.23
8.01,1852,77,155,687,28,1,Cooling,recipe_3,42.88,1.66,4.07,3.77
7.08,2560,101,44,234,39,1,Cooling,recipe_3,39.93,1.24,4.17,4.09
8.41,773,177,389,544,22,0,Washing,recipe_3,39.14,1.47,3.47,4.55
7.07,351,7,55,330,26,0,Cooling,recipe_1,23.28,0.54,2.2,0.0
8.29,2772,39,229,584,38,1,Construction,recipe_3,50.29,1.35,4.35,4.15
5.47,762,69,77,595,31,0,Industrial,recipe_3,51.56,1.58,3.62,4.17
5.52,2397,102,108,373,27,0,Irrigation,recipe_3,41.82,1.21,4.08,3.63
5.22,1616,114,336,779,38,0,Construction,recipe_3,42.13,1.61,3.88,3.21
7.98,1937,94,57,547,19,1,Industrial,recipe_3,41.19,1.32,4.22,3.75
8.67,619,79,214,602,32,0,Construction,recipe_3,40.25,1.58,3.43,3.61
5.63,2848,147,210,572,26,0,Construction,recipe_3,50.99,1.56,4.55,3.28
6.26,1233,13,72,358,29,0,Washing,recipe_2,28.31,1.18,2.64,0.0
8.91,2492,4,54,573,36,0,Cooling,recipe_3,53.83,1.3,3.3,4.17
8.28,287,31,379,130,36,1,Industrial,recipe_3,45.35,1.27,4.68,3.25
6.4,427,22,342,500,26,1,Cooling,recipe_3,53.3,1.27,4.46,4.15
5.73,2126,7,352,532,40,0,Construction,recipe_3,52.77,1.68,4.72,4.44
7.57,790,5,328,353,23,0,Irrigation,recipe_4,8.78,0.18,1.63,2.72
9.0,2382,58,33,582,32,0,Cooling,recipe_3,51.77,1.66,4.03,3.65
8.75,2737,40,13,152,40,1,Construction,recipe_3,41.16,1.5,4.36,4.31
7.35,493,190,324,785,29,1,Construction,recipe_3,41.05,1.51,4.27,4.36
5.95,559,69,354,530,19,0,Industrial,recipe_3,42.17,1.31,4.49,4.62
7.0,2562,176,395,210,30,0,Cooling,recipe_3,37.3,1.32,4.23,4.63
5.07,1206,84,252,142,28,0,Cooling,recipe_3,52.37,1.3,3.67,3.67
6.75,2577,27,360,457,15,1,Irrigation,recipe_3,39.0,1.51,3.95,3.21
6.3,405,144,60,68,31,1,Industrial,recipe_2,38.52,0.83,2.45,0.0
8.15,2687,14,221,798,16,1,Washing,recipe_3,38.65,1.74,3.24,3.8
7.5,2769,150,357,243,29,1,Industrial,recipe_3,42.25,1.68,4.68,4.09
5.92,617,132,267,792,17,1,Washing,recipe_3,38.18,1.78,4.1,4.79
6.17,839,71,259,783,37,0,Construction,recipe_3,51.77,1.61,4.09,4.23
7.12,2841,153,275,463,27,0,Washing,recipe_3,38.88,1.56,3.5,4.23
6.75,2926,152,332,445,15,0,Washing,recipe_3,39.09,1.51,4.52,3.34
5.9,334,126,355,451,20,1,Washing,recipe_3,38.4,1.3,4.64,3.48
6.16,1394,167,198,202,24,0,Washing,recipe_3,38.78,1.27,3.39,4.15
8.66,1938,129,41,627,17,1,Industrial,recipe_3,42.4,1.44,3.95,4.27
6.13,1632,107,359,780,16,1,Cooling,recipe_3,42.09,1.76,3.94,3.73
7.27,1464,124,264,259,16,1,Irrigation,recipe_3,44.72,1.73,4.35,4.33
5.3,2212,49,305,542,20,0,Irrigation,recipe_3,45.92,1.53,3.56,3.85
5.99,1573,122,229,712,40,1,Industrial,recipe_3,36.05,1.3,3.28,3.75
6.85,1078,85,102,328,21,0,Construction,recipe_4,8.16,0.16,1.87,3.58
6.15,2555,3,204,592,29,0,Washing,recipe_3,52.14,1.58,4.01,3.73
7.24,1060,159,194,788,30,1,Washing,recipe_3,38.22,1.54,4.8,4.31
8.62,2344,4,61,296,18,0,Cooling,recipe_4,8.08,0.19,2.15,2.9
7.75,588,30,57,552,39,0,Washing,recipe_4,9.65,0.24,1.83,2.7
7.99,1533,123,258,84,33,1,Industrial,recipe_3,46.88,1.21,4.72,4.11
5.8,909,191,15,286,33,1,Construction,recipe_3,43.12,1.22,3.86,3.64
8.73,2401,154,275,173,29,0,Industrial,recipe_3,40.91,1.65,4.19,3.71
6.55,586,152,139,587,39,1,Cooling,recipe_3,39.66,1.41,4.14,3.98
6.65,859,147,192,201,37,0,Construction,recipe_4,8.65,0.21,1.81,2.65
5.59,1264,130,252,602,38,0,Irrigation,recipe_3,52.71,1.55,4.54,3.87
8.63,1900,121,321,32,39,0,Industrial,recipe_3,36.58,1.71,3.94,3.51
7.82,1960,75,351,257,39,0,Cooling,recipe_3,53.9,1.38,4.3,4.07
8.19,2252,102,67,206,32,1,Cooling,recipe_3,38.49,1.37,4.03,4.16
8.39,1575,146,112,545,23,1,Washing,recipe_3,38.94,1.73,4.44,3.25
5.25,2502,96,243,629,20,0,Cooling,recipe_3,42.73,1.6,3.61,4.76
8.31,361,147,168,355,33,1,Industrial,recipe_3,52.2,1.72,4.34,3.56
7.8,988,57,384,596,33,1,Irrigation,recipe_3,50.33,1.62,3.98,3.59
5.49,1346,177,364,248,17,1,Washing,recipe_3,47.9,1.44,4.78,4.47
7.67,796,104,302,210,38,0,Industrial,recipe_3,45.48,1.55,4.45,4.71
7.7,2087,164,343,365,39,0,Industrial,recipe_3,41.5,1.23,4.48,4.39
6.58,2604,117,65,43,34,1,Cooling,recipe_3,45.88,1.36,4.4,4.39
8.98,1574,124,304,30,24,0,Construction,recipe_3,52.5,1.31,3.67,4.54
7.33,2678,83,60,323,15,0,Construction,recipe_3,48.22,1.78,3.69,3.98
7.14,492,186,395,292,24,1,Irrigation,recipe_3,47.49,1.42,4.54,4.63
6.5,1490,2,122,261,39,0,Industrial,recipe_2,29.41,0.8,3.44,0.0
6.81,335,45,296,641,15,1,Irrigation,recipe_3,38.7,1.72,3.3,3.5
7.14,1267,74,145,520,20,1,Washing,recipe_3,36.82,1.65,4.12,3.87
6.59,2713,154,384,669,20,0,Industrial,recipe_3,44.23,1.62,4.52,4.54
8.05,1409,172,174,613,36,0,Industrial,recipe_3,52.76,1.23,3.8,3.54
7.55,972,69,287,203,38,0,Irrigation,recipe_2,37.11,0.93,3.24,0.0
8.83,2308,34,18,787,18,0,Construction,recipe_3,37.73,1.75,3.37,4.19
5.87,652,145,314,310,20,1,Construction,recipe_3,52.35,1.31,4.07,3.52
5.48,756,146,320,457,16,1,Cooling,recipe_3,36.58,1.59,3.71,3.74
6.48,742,124,119,615,36,1,Washing,recipe_3,43.52,1.67,3.41,3.28
7.05,1373,81,27,797,26,0,Washing,recipe_3,52.59,1.5,3.44,3.62
8.42,2827,93,193,502,18,0,Irrigation,recipe_3,40.65,1.4,3.99,4.17
8.58,2816,128,231,264,35,1,Industrial,recipe_3,41.2,1.64,3.48,4.17
6.28,2716,93,130,628,24,1,Washing,recipe_3,41.66,1.67,3.48,3.35
7.1,1691,2,238,683,33,0,Industrial,recipe_3,53.16,1.7,3.58,3.53
8.27,1029,151,206,691,20,1,Irrigation,recipe_3,47.3,1.52,4.46,3.29
7.29,2443,197,46,103,19,1,Construction,recipe_3,36.45,1.4,3.61,3.84
6.4,1783,101,275,31,27,1,Cooling,recipe_3,53.15,1.79,4.24,3.68
7.84,1353,67,211,618,20,0,Cooling,recipe_3,47.01,1.64,3.48,4.5
8.13,395,30,195,699,31,0,Construction,recipe_3,50.9,1.76,4.24,4.79
5.56,981,8,197,347,33,1,Irrigation,recipe_3,44.87,1.59,3.61,4.57
5.53,419,115,387,397,28,0,Cooling,recipe_3,43.98,1.55,3.92,3.46
7.64,471,84,151,689,24,1,Construction,recipe_3,43.07,1.52,4.04,3.58
7.42,2490,161,47,335,32,1,Construction,recipe_3,46.48,1.51,3.62,3.21
6.1,841,99,226,537,32,0,Industrial,recipe_3,42.64,1.67,4.47,3.48
6.2,1330,61,279,378,32,0,Cooling,recipe_3,49.42,1.64,3.57,4.31
7.8,2990,166,347,609,39,1,Washing,recipe_3,51.89,1.28,3.84,4.4
7.67,1132,2,53,493,32,1,Industrial,recipe_3,52.54,1.8,3.76,3.43
8.46,1944,29,236,350,28,0,Industrial,recipe_3,53.74,1.68,3.24,3.75
5.14,2006,157,136,491,28,1,Irrigation,recipe_3,38.66,1.71,4.29,4.44
8.73,958,83,41,702,29,1,Construction,recipe_3,42.47,1.63,4.12,3.46
5.31,2911,61,113,146,17,0,Washing,recipe_3,41.76,1.23,3.89,4.2
7.96,531,92,302,395,24,1,Irrigation,recipe_3,48.58,1.49,3.78,4.39
7.64,714,26,30,786,26,1,Irrigation,recipe_3,45.61,1.39,3.94,3.33
5.85,2857,54,207,354,15,0,Industrial,recipe_3,39.44,1.48,3.8,4.71
7.41,1866,115,159,796,29,0,Washing,recipe_3,52.03,1.22,3.56,3.77
7.98,2582,21,254,447,21,0,Cooling,recipe_3,37.89,1.58,4.31,4.63
5.55,841,56,23,633,27,0,Industrial,recipe_2,34.2,1.1,3.45,0.0
7.48,565,145,381,418,24,0,Construction,recipe_3,42.63,1.37,4.53,4.41
6.52,2301,147,317,334,25,1,Cooling,recipe_3,52.9,1.39,4.24,4.65
6.65,1427,52,268,574,40,0,Irrigation,recipe_3,43.91,1.64,4.18,3.83
5.09,686,5,335,548,32,0,Washing,recipe_3,36.04,1.66,3.54,4.52
5.16,377,11,280,287,19,1,Irrigation,recipe_3,40.09,1.28,3.68,4.02
8.16,1710,145,114,489,34,1,Cooling,recipe_3,46.8,1.66,3.79,3.37
7.04,411,127,320,152,28,0,Cooling,recipe_4,11.53,0.22,2.06,3.3
8.16,2225,6,90,663,34,1,Construction,recipe_3,40.66,1.51,4.37,3.59
8.35,2972,46,275,348,21,0,Irrigation,recipe_3,50.86,1.75,3.62,4.32
8.38,2352,176,314,639,35,1,Construction,recipe_3,44.83,1.47,4.03,3.25
7.7,2877,113,299,145,27,0,Construction,recipe_3,47.63,1.66,3.91,3.66
8.5,1360,35,305,82,24,1,Washing,recipe_3,38.49,1.78,4.28,4.11
5.9,683,147,363,200,28,1,Cooling,recipe_3,42.97,1.8,4.69,4.72
5.89,1454,62,120,655,18,0,Washing,recipe_3,43.46,1.29,3.7,4.42
6.35,479,186,293,280,33,0,Construction,recipe_3,48.73,1.74,3.67,4.42
8.98,218,194,16,542,16,0,Cooling,recipe_3,53.28,1.3,3.74,4.32
7.73,2346,86,20,618,15,0,Construction,recipe_3,49.66,1.41,3.55,4.38
7.67,2125,5,313,359,24,1,Washing,recipe_3,37.69,1.21,4.18,4.73
8.99,380,104,152,187,32,0,Washing,recipe_4,8.09,0.16,2.19,3.45
8.03,2675,32,14,596,38,0,Washing,recipe_3,42.2,1.31,3.79,4.3
5.81,201,174,101,755,29,1,Irrigation,recipe_3,39.08,1.42,3.93,3.97
5.22,2806,189,176,707,16,0,Irrigation,recipe_3,41.33,1.66,3.57,4.06
5.98,1800,58,188,287,23,0,Irrigation,recipe_3,53.2,1.51,3.62,4.08
5.72,2929,100,132,336,29,1,Construction,recipe_3,45.01,1.61,3.94,3.43
7.19,1793,154,104,348,22,0,Cooling,recipe_3,46.54,1.76,4.49,4.72
6.12,518,170,50,200,25,1,Irrigation,recipe_3,51.44,1.67,4.01,3.7
8.81,2155,12,101,364,26,0,Industrial,recipe_3,41.43,1.65,4.35,4.36
6.01,2821,93,273,48,40,0,Washing,recipe_3,38.75,1.33,4.58,4.55
5.41,1100,48,162,136,23,0,Irrigation,recipe_4,8.91,0.17,1.71,3.1
8.22,2410,53,334,100,36,1,Washing,recipe_3,39.81,1.49,3.77,3.67
7.48,1569,116,170,317,20,0,Construction,recipe_3,50.4,1.21,3.75,3.44
8.49,2613,195,355,313,29,1,Industrial,recipe_3,38.4,1.49,3.26,3.68
6.29,1578,27,316,313,33,1,Industrial,recipe_3,52.59,1.45,3.63,3.32
7.14,1825,145,175,228,18,1,Construction,recipe_3,49.04,1.48,3.3,4.78
8.2,611,191,364,276,32,1,Industrial,recipe_3,42.07,1.67,3.53,3.92
5.87,799,17,133,572,33,1,Construction,recipe_3,50.42,1.44,4.72,3.4
7.72,1391,43,340,205,24,0,Industrial,recipe_3,39.12,1.3,3.97,3.79
7.22,1222,93,367,38,31,0,Irrigation,recipe_2,38.01,0.96,2.72,0.0
5.21,1423,72,152,476,30,0,Washing,recipe_3,52.94,1.37,4.76,4.05
7.47,2417,23,132,563,37,0,Cooling,recipe_3,38.5,1.21,3.38,4.65
5.62,1994,39,106,417,30,0,Irrigation,recipe_3,52.28,1.46,4.54,4.1
7.25,917,195,147,534,39,1,Industrial,recipe_3,48.17,1.48,4.17,4.66
5.39,1054,86,205,94,20,0,Industrial,recipe_4,9.44,0.17,2.22,2.99
8.67,1178,76,155,621,33,1,Washing,recipe_3,40.74,1.38,4.05,3.5
7.4,1328,95,92,231,15,1,Irrigation,recipe_3,53.09,1.62,3.54,3.3
6.25,1594,177,237,723,30,1,Cooling,recipe_3,36.05,1.56,4.47,3.79
6.96,2540,97,362,257,23,1,Industrial,recipe_3,40.29,1.62,4.7,3.23
6.74,2575,82,237,334,24,0,Washing,recipe_3,36.61,1.69,3.62,3.36
8.21,772,123,194,57,30,0,Irrigation,recipe_2,38.98,0.96,2.61,0.0
8.84,1520,165,141,517,24,1,Construction,recipe_3,50.21,1.76,4.6,3.79
8.7,396,34,270,202,27,1,Construction,recipe_3,40.94,1.47,3.92,4.27
6.67,272,41,302,440,20,1,Cooling,recipe_3,38.01,1.54,3.3,3.66
5.2,2641,190,210,565,35,0,Industrial,recipe_3,47.17,1.31,4.05,4.49
6.09,1434,170,398,681,22,0,Industrial,recipe_3,45.16,1.57,4.28,4.07
5.47,253,148,400,648,19,0,Irrigation,recipe_3,52.68,1.41,4.71,4.78
7.94,925,44,354,445,26,0,Washing,recipe_3,42.5,1.62,3.5,3.98
6.8,1818,65,146,484,27,1,Cooling,recipe_3,49.01,1.44,3.72,3.25
5.58,680,57,220,418,29,1,Irrigation,recipe_3,38.41,1.5,4.65,3.81
7.16,1327,22,273,253,18,0,Irrigation,recipe_2,33.49,0.99,3.19,0.0
6.38,843,6,137,258,29,0,Construction,recipe_2,40.15,1.1,3.56,0.0
5.45,1106,188,255,122,21,0,Industrial,recipe_3,40.25,1.22,3.84,3.8
7.01,1180,145,355,484,34,1,Irrigation,recipe_3,47.81,1.71,3.62,3.57
6.86,1778,149,167,660,19,0,Cooling,recipe_3,40.2,1.56,4.7,3.7
8.44,343,57,51,311,26,1,Cooling,recipe_3,41.63,1.69,4.47,4.53
8.46,2161,134,315,96,33,0,Washing,recipe_3,48.52,1.63,3.42,3.64
5.51,2696,53,395,577,15,0,Irrigation,recipe_3,52.1,1.64,3.22,4.09
7.28,375,197,370,98,22,0,Cooling,recipe_3,51.15,1.3,3.45,3.47
8.3,1192,147,172,288,20,1,Industrial,recipe_3,42.55,1.29,4.5,3.8
7.68,215,3,366,697,35,0,Cooling,recipe_3,50.4,1.42,3.34,4.5
6.39,1169,68,151,358,38,1,Construction,recipe_3,49.83,1.29,3.94,4.48
6.56,1000,114,154,80,30,1,Industrial,recipe_3,45.73,1.38,4.46,3.3
5.05,2314,100,86,136,22,1,Industrial,recipe_3,37.48,1.39,4.6,3.81
5.18,1028,197,283,798,34,1,Industrial,recipe_3,43.09,1.79,4.51,3.49
5.67,664,26,400,537,37,0,Washing,recipe_3,46.48,1.62,4.5,4.43
6.28,2690,13,369,233,27,0,Cooling,recipe_3,38.85,1.39,3.68,3.47
